Phrase,Sentiment
"Some movies can get by without being funny simply by structuring the scenes as if they were jokes : a setup , delivery and payoff .",0
Big time .,0
I wish it would have just gone more over-the-top instead of trying to have it both ways .,0
It just does n't have anything really interesting to say .,0
... would be a total loss if not for two supporting performances taking place at the movie 's edges .,0
"Cox is far more concerned with aggrandizing madness , not the man , and the results might drive you crazy .",0
Oozes condescension from every pore .,0
The result is an ` action film ' mired in stasis .,0
Hollywood has taken quite a nosedive from Alfred Hitchcock 's imaginative flight to Shyamalan 's self-important summer fluff .,0
Takes a simple premise and carries it to unexpected heights .,1
It 's lost the politics and the social observation and become just another situation romance about a couple of saps stuck in an inarticulate screenplay .,0
This is a movie where the most notable observation is how long you 've been sitting still .,0
"If Jews were Catholics , this would be Catechism",0
"Hard , endearing , caring , warm .",1
"I 've seen some bad singer-turned actors , but Lil Bow Wow takes the cake .",0
"Follows the original film virtually scene for scene and yet manages to bleed it almost completely dry of humor , verve and fun .",0
A pathetically inane and unimaginative cross between XXX and Vertical Limit .,0
"Shot largely in small rooms , the film has a gentle , unforced intimacy that never becomes claustrophobic .",1
But I had a lot of problems with this movie .,0
"The messy emotions raging throughout this three-hour effort are instantly recognizable , allowing the film to paradoxically feel familiar and foreign at the same time .",0
"Plods along , minus the twisted humor and eye-popping visuals that have made Miike ... a cult hero .",0
"An exceptionally dreary and overwrought bit of work , every bit as imperious as Katzenberg 's The Prince of Egypt from 1998 .",0
Renner carries much of the film with a creepy and dead-on performance .,1
"... if you 're just in the mood for a fun -- but bad -- movie , you might want to catch Freaks as a matinee .",0
Feels like a cold old man going through the motions .,0
Vampire epic succeeds as spooky action-packed trash of the highest order .,0
"These three films form a remarkably cohesive whole , both visually and thematically , through their consistently sensitive and often exciting treatment of an ignored people .",1
"Hoffman waits too long to turn his movie in an unexpected direction , and even then his tone retains a genteel , prep-school quality that feels dusty and leatherbound .",0
"A delicious , quirky movie with a terrific screenplay and fanciful direction by Michael Gondry .",1
"It does n't really know or care about the characters , and uses them as markers for a series of preordained events .",0
Supposedly authentic account of a historical event that 's far too tragic to merit such superficial treatment .,0
"... a somber film , almost completely unrelieved by any comedy beyond the wistful everyday ironies of the working poor .",0
He 's not good with people .,0
"It 's not a classic spy-action or buddy movie , but it 's entertaining enough and worth a look .",0
"Everything else about High Crimes is , like the military system of justice it portrays , tiresomely regimented .",0
"Warm in its loving yet unforgivingly inconsistent depiction of everyday people , relaxed in its perfect quiet pace and proud in its message .",1
It 's such a mechanical endeavor -LRB- that -RRB- it never bothers to question why somebody might devote time to see it .,0
"And second , what 's with all the shooting ?",0
"Despite some strong performances , never rises above the level of a telanovela .",0
"... best seen as speculative history , as much an exploration of the paranoid impulse as a creative sequel to the Warren Report .",0
"Rarely , indeed almost never , is such high-wattage brainpower coupled with pitch-perfect acting and an exquisite , unfakable sense of cinema .",1
There 's no clear picture of who killed Bob Crane .,0
"Payami tries to raise some serious issues about Iran 's electoral process , but the result is a film that 's about as subtle as a party political broadcast .",0
"The action here is unusually tame , the characters are too simplistic to maintain interest , and the plot offers few surprises .",0
"The message is that even the most unlikely can link together to conquer all kinds of obstacles , whether they be of nature , of man or of one another .",0
Merci pour le movie .,0
"Devos and Cassel have tremendous chemistry -- their sexual and romantic tension , while never really vocalized , is palpable .",1
"The overall vibe is druggy and self-indulgent , like a spring-break orgy for pretentious arts majors .",0
"The storylines are woven together skilfully , the magnificent swooping aerial shots are breathtaking , and the overall experience is awesome .",1
It finds no way to entertain or inspire its viewers .,0
"Director Elie Chouraqui , who co-wrote the script , catches the chaotic horror of war , but why bother if you 're going to subjugate truth to the tear-jerking demands of soap opera ?",0
"Is anyone else out there getting tired of the whole slo-mo , double-pistoled , ballistic-pyrotechnic Hong Kong action aesthetic ?",0
It 's the humanizing stuff that will probably sink the film for anyone who does n't think about percentages all day long .,0
"A disaster of a drama , saved only by its winged assailants .",0
